Angle,Front_to_Rear,Head_On,Sideswipe_Same_Dir,Sideswipe_Opp_Dir,Parked_Veh,Rear_to_Side,Rear_to_Rear,Single_Veh,Sev_1,Sev_2,Sev_3,Sev_4,Sev_5,Severe
1,0,0,0,0,0,0,0,3,2,0,1,1,0,2
0,0,0,0,0,0,0,0,2,0,0,2,0,0,2
0,0,0,0,1,0,0,0,28,27,1,1,0,0,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2,1,0,0,0,0,0,0,1,3,0,1,0,0,1
2,0,2,0,1,0,0,0,88,75,7,7,3,1,11
0,1,0,0,0,1,0,0,29,27,2,2,0,0,2
0,0,0,1,0,0,0,0,7,8,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,2,0,0,1,1,0,0,6,8,0,2,0,0,2
2,0,0,0,0,0,0,0,1,2,0,1,0,0,1
2,4,0,0,0,0,0,0,2,6,1,1,0,0,1
4,0,1,0,0,0,0,0,2,4,0,3,0,0,3
5,1,0,1,0,2,0,0,2,8,1,2,0,0,2
3,6,0,2,1,0,0,0,18,19,3,7,1,0,8
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,1,0,1,0,0,0,0,4,5,1,1,0,0,1
0,1,0,0,0,1,0,0,4,5,1,0,0,0,0
0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
0,0,0,0,1,0,0,0,7,5,2,1,0,0,1
1,1,0,0,0,2,0,0,12,14,0,2,0,0,2
1,1,0,0,0,0,0,0,8,8,0,0,2,0,2
3,0,0,0,0,0,0,0,12,11,1,3,0,0,3
0,0,1,0,0,1,0,0,48,43,1,5,1,0,6
4,0,1,0,0,0,0,0,6,9,2,0,0,0,0
1,0,0,1,0,0,0,0,0,2,0,0,0,0,0
35,35,1,10,2,1,0,0,12,61,26,7,2,0,9
33,85,4,12,0,1,0,0,15,104,29,17,0,0,17
62,104,3,18,2,1,0,0,5,128,50,15,2,0,17
14,99,0,20,1,0,0,0,1,95,31,8,1,0,9
4,42,0,6,1,0,1,0,2,45,6,4,1,0,5
3,2,0,0,0,0,0,0,3,7,0,1,0,0,1
2,0,0,0,0,0,0,0,4,6,0,0,0,0,0
1,1,0,0,0,0,0,0,12,12,1,0,1,0,1
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
0,0,0,0,0,0,0,0,8,4,0,2,2,0,4
0,0,0,0,0,0,0,0,5,4,0,0,1,0,1
0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
0,1,0,0,0,0,0,0,3,1,1,1,1,0,2
0,1,1,0,0,0,0,0,3,3,0,1,0,1,2
0,0,2,0,1,0,0,0,13,4,2,4,3,3,10
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
0,0,0,0,0,0,0,0,6,1,2,2,1,0,3
0,0,0,0,0,0,0,0,2,0,1,1,0,0,1
1,0,0,0,0,0,0,0,3,3,1,0,0,0,0
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
1,0,0,0,0,0,0,0,3,3,1,0,0,0,0
0,0,0,0,0,0,0,0,10,7,1,2,0,0,2
2,1,0,0,0,0,0,0,1,4,0,0,0,0,0
0,0,0,0,0,0,0,0,4,3,0,1,0,0,1
0,3,0,0,2,0,0,0,33,31,2,4,1,0,5
0,0,0,0,1,0,0,0,2,2,0,1,0,0,1
0,0,0,0,1,1,0,0,26,16,3,4,3,2,9
0,1,0,0,0,0,0,0,4,3,1,0,1,0,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,1,0,1,0,0,0,27,20,3,4,2,1,7
0,2,0,0,1,0,0,0,16,9,2,6,2,0,8
2,0,0,1,0,0,0,0,26,24,1,2,2,0,4
1,0,0,0,0,1,0,0,3,5,0,0,0,0,0
0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,2,0,0,0,0,0,0,46,38,4,4,2,0,6
0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
0,0,0,0,1,0,0,0,2,3,0,0,0,0,0
2,1,1,0,0,0,0,0,22,24,0,1,0,1,2
0,1,1,1,1,0,0,0,11,14,1,0,0,0,0
0,3,0,0,0,0,0,0,3,6,0,0,0,0,0
6,3,0,0,0,0,0,0,18,23,2,2,0,0,2
1,3,0,1,0,0,0,0,14,17,1,0,1,0,1
10,6,1,5,1,0,0,0,10,29,3,1,0,0,1
14,15,2,4,2,2,0,0,15,40,10,3,1,0,4
14,19,0,7,0,1,0,1,11,36,9,6,2,0,8
24,58,0,14,0,1,1,0,24,89,21,8,1,3,12
21,20,2,4,0,0,0,0,7,36,11,6,1,0,7
63,93,5,26,7,2,1,0,21,153,41,21,2,1,24
44,90,7,18,2,3,0,0,22,130,37,18,1,0,19
13,74,4,5,0,0,0,0,23,77,28,11,2,1,14
78,205,12,34,8,2,1,0,75,284,65,48,13,5,66
18,84,4,11,4,4,0,0,30,111,20,21,2,1,24
18,30,3,8,1,0,0,0,6,44,9,9,4,0,13
31,72,0,13,2,0,0,0,6,86,22,11,5,0,16
2,9,1,2,0,0,0,0,6,15,1,3,0,1,4
6,33,0,0,0,2,0,0,2,28,9,6,0,0,6
1,30,0,0,0,3,0,0,0,23,10,1,0,0,1
10,15,1,1,0,2,0,0,0,19,4,6,0,0,6
43,26,6,2,1,2,0,0,14,60,27,4,3,0,7
20,22,4,2,0,1,0,0,6,35,14,5,1,0,6
1,2,1,0,0,0,0,0,2,2,3,1,0,0,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2,1,0,1,1,0,0,0,5,7,2,1,0,0,1
2,0,2,1,1,0,0,0,0,4,0,1,0,1,2
32,7,3,3,3,1,0,0,16,49,8,7,1,0,8
11,20,1,2,3,0,1,0,7,28,8,7,0,2,9
3,4,0,1,0,0,0,0,10,8,6,4,0,0,4
0,0,0,0,0,0,0,0,2,1,0,1,0,0,1
1,2,0,0,0,0,0,0,3,4,1,1,0,0,1
0,1,0,0,0,0,0,0,5,5,0,1,0,0,1
2,2,1,1,1,1,0,0,50,48,7,2,0,1,3
0,1,0,0,0,0,0,0,25,21,1,1,3,0,4
6,2,0,1,0,0,0,0,2,6,2,2,1,0,3
0,0,0,0,0,2,0,0,4,5,1,0,0,0,0
1,0,0,2,0,2,0,0,11,13,1,2,0,0,2
3,2,0,0,0,0,0,0,18,17,2,3,1,0,4
0,0,0,0,0,0,0,1,6,7,0,0,0,0,0
1,2,1,0,0,0,0,0,6,8,1,0,0,1,1
0,4,1,0,1,0,0,0,36,33,4,3,2,0,5
11,4,0,1,0,1,0,0,15,14,8,4,5,1,10
0,1,0,0,0,0,0,0,7,7,1,0,0,0,0
2,1,0,0,0,0,0,0,10,12,0,1,0,0,1
0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
22,2,5,3,0,0,0,0,4,17,9,8,2,0,10
21,45,3,15,1,2,0,0,10,63,25,6,3,0,9
16,58,0,5,0,2,0,0,7,61,18,7,2,0,9
82,251,8,16,5,4,0,0,28,245,74,61,11,3,75
34,25,2,5,0,0,0,0,6,42,16,12,2,0,14
2,11,1,2,0,0,0,0,2,9,6,3,0,0,3
58,22,2,3,3,0,0,0,4,52,20,15,5,0,20
73,40,6,6,1,7,0,0,8,84,32,22,2,1,25
42,15,4,2,1,0,0,0,10,42,12,16,4,0,20
9,2,0,2,0,0,0,0,0,9,0,3,0,1,4
2,1,0,1,0,0,0,0,1,2,1,2,0,0,2
0,1,0,0,0,0,0,0,3,2,0,2,0,0,2
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,0,1,2,0,0,8,9,2,1,1,0,2
9,19,14,4,15,4,0,0,90,102,22,22,8,1,31
3,2,0,0,1,0,0,0,4,5,2,3,0,0,3
5,2,0,1,2,3,0,0,43,41,7,4,4,0,8
1,2,0,1,1,0,0,0,9,11,0,3,0,0,3
14,3,0,1,3,0,0,0,18,23,4,11,1,0,12
1,0,0,1,0,0,0,0,4,4,0,2,0,0,2
1,1,1,0,0,0,0,0,7,7,0,1,2,0,3
1,0,0,0,0,0,0,0,40,26,9,5,1,0,6
1,2,0,0,1,0,0,0,32,21,4,8,2,1,11
0,0,0,0,0,1,0,0,5,3,1,2,0,0,2
0,0,0,0,0,0,0,0,5,3,0,2,0,0,2
0,0,0,0,0,0,0,0,12,5,3,2,2,0,4
0,0,0,0,0,0,0,0,6,2,0,1,3,0,4
0,1,0,0,0,0,0,0,4,4,0,0,1,0,1
0,1,0,0,0,0,0,0,2,1,1,1,0,0,1
1,0,0,0,0,0,0,0,23,17,2,3,2,0,5
3,4,0,4,1,0,0,0,4,14,1,1,0,0,1
0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
0,11,0,3,0,0,0,0,35,38,4,4,3,0,7
4,29,0,6,0,0,0,0,90,100,11,12,5,1,18
2,2,0,1,0,0,0,0,25,27,2,1,0,0,1
5,31,0,20,0,2,0,0,185,211,11,14,5,2,21
10,34,0,11,0,2,1,0,139,155,13,19,7,3,29
0,0,0,1,0,0,0,0,16,17,0,0,0,0,0
2,9,0,1,0,0,0,0,7,15,2,2,0,0,2
8,26,3,3,1,0,0,0,53,74,5,9,3,3,15
3,6,1,4,0,0,0,0,22,25,3,6,2,0,8
0,2,1,1,0,0,0,0,12,14,0,1,1,0,2
7,10,2,5,1,2,0,0,5,24,6,2,0,0,2
35,50,4,5,3,2,0,0,9,82,13,10,3,0,13
27,59,1,5,6,6,0,0,8,79,24,7,2,0,9
30,19,3,5,6,1,0,0,2,44,15,6,1,0,7
2,5,0,6,0,0,0,0,3,14,0,2,0,0,2
11,1,0,0,0,0,0,0,0,6,2,2,1,1,4
4,4,0,1,1,0,0,0,22,30,0,0,2,0,2
3,1,0,0,0,0,0,0,2,4,1,0,1,0,1
1,0,0,0,0,1,0,0,12,12,2,0,0,0,0
0,1,0,0,0,0,0,0,19,19,1,0,0,0,0
3,2,1,3,1,1,0,0,71,65,3,9,4,1,14
0,0,2,1,0,0,0,0,3,3,1,1,1,0,2
2,3,1,2,2,0,0,0,63,54,3,10,4,2,16
4,4,0,3,2,3,0,0,84,83,9,5,3,0,8
1,1,1,2,1,2,0,0,21,25,1,0,2,1,3
0,0,0,0,0,0,0,0,3,0,0,2,0,1,3
3,4,2,5,1,2,0,0,30,41,1,3,0,2,5
0,1,2,3,1,0,0,0,12,9,2,6,2,0,8
3,0,0,1,0,0,0,0,13,12,3,0,1,1,2
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4,4,1,4,2,1,0,0,103,88,8,13,9,1,23
0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
0,0,1,1,1,0,0,0,20,16,7,0,0,0,0
2,0,0,0,0,0,0,0,17,16,1,1,0,1,2
0,0,0,0,0,0,0,0,7,7,0,0,0,0,0
2,1,0,0,1,1,0,0,28,26,1,5,1,0,6
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,2,1,2,2,0,0,0,18,16,3,5,1,0,6
0,1,0,0,0,0,0,0,8,7,0,2,0,0,2
0,1,0,0,0,0,0,0,2,1,1,1,0,0,1
2,2,2,3,3,1,0,0,55,49,7,8,3,1,12
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0,3,1,1,0,0,0,30,26,5,2,3,0,5
0,0,1,1,0,0,0,0,2,3,1,0,0,0,0
4,1,0,5,2,1,0,0,1,12,2,0,0,0,0
5,0,0,7,0,0,0,0,5,14,2,0,1,0,1
0,0,0,0,1,0,0,0,1,2,0,0,0,0,0
0,0,0,0,0,0,0,0,3,2,0,1,0,0,1
0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
1,6,1,4,1,0,0,0,47,46,3,9,1,1,11
3,8,1,2,0,1,0,0,66,70,8,3,0,0,3
0,0,0,0,0,0,0,0,10,7,2,1,0,0,1
1,1,0,0,0,0,0,0,2,3,1,0,0,0,0
1,0,0,0,0,0,0,0,2,3,0,0,0,0,0
1,0,0,0,0,0,0,0,4,5,0,0,0,0,0
5,6,0,3,2,1,0,0,37,43,5,1,3,2,6
4,4,2,2,0,0,0,0,16,21,4,2,0,1,3
15,15,2,9,0,4,0,0,17,43,8,7,2,2,11
20,5,1,6,0,1,0,0,2,25,8,2,0,0,2
14,11,2,19,4,20,0,1,3,64,7,3,0,0,3
1,6,0,9,0,1,0,0,2,18,1,0,0,0,0
28,22,2,15,4,3,0,0,4,68,4,6,0,0,6
11,7,0,4,0,0,0,0,3,21,2,2,0,0,2
0,3,0,0,0,0,0,0,2,4,1,0,0,0,0
2,5,0,0,0,0,0,0,11,14,4,0,0,0,0
2,1,0,0,0,0,0,0,4,4,1,1,1,0,2
1,2,0,0,0,0,0,0,11,11,2,1,0,0,1
1,2,1,1,0,0,0,0,6,8,1,1,0,1,2
2,3,0,0,0,0,0,0,6,9,1,1,0,0,1
0,1,0,0,0,0,0,0,8,8,1,0,0,0,0
1,1,0,0,0,0,0,0,15,15,1,1,0,0,1
0,6,1,0,0,0,0,0,2,7,0,2,0,0,2
0,3,1,1,0,1,0,0,3,8,0,1,0,0,1
5,8,1,0,1,0,0,0,39,46,4,2,1,1,4
1,8,2,2,2,1,0,0,44,43,10,5,2,0,7
1,1,0,0,0,1,0,0,3,6,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1,0,0,1,0,1
1,2,0,1,1,0,0,0,6,7,2,1,0,1,2
4,8,1,3,4,1,0,0,34,31,16,6,0,2,8
1,0,0,0,0,0,0,0,9,8,0,2,0,0,2
0,0,0,0,0,0,0,0,8,7,0,1,0,0,1
1,0,0,0,0,0,0,0,8,8,0,0,1,0,1
5,1,0,0,0,0,0,0,3,4,2,2,1,0,3
15,3,0,1,2,0,1,0,8,25,3,1,1,0,2
17,7,0,6,1,0,0,0,1,22,6,3,1,0,4
5,6,3,5,1,0,0,0,2,15,5,1,1,0,2
19,9,2,6,2,1,0,0,5,36,8,0,0,0,0
35,36,3,9,6,3,1,0,13,75,23,6,1,1,8
27,24,6,7,1,5,0,0,6,52,18,6,0,0,6
4,11,0,2,0,1,0,0,4,17,3,2,0,0,2
3,5,0,4,0,3,0,0,5,16,4,0,0,0,0
1,2,0,0,0,0,0,0,6,8,0,1,0,0,1
12,5,0,3,2,1,2,0,17,35,3,4,0,0,4
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,1,0,0,0,0,0,0,4,4,1,0,0,0,0
6,1,0,0,0,1,0,0,9,14,2,1,0,0,1
1,2,0,1,0,0,0,0,3,7,0,0,0,0,0
0,0,0,0,0,0,0,0,8,7,1,0,0,0,0
0,6,0,2,1,1,0,0,41,38,11,0,1,1,2
0,4,0,0,0,0,0,0,10,14,0,0,0,0,0
0,1,0,0,0,0,0,0,3,3,1,0,0,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,3,0,0,0,0,18,17,1,2,1,0,3
0,0,0,0,0,0,0,0,4,2,0,1,1,0,2
0,0,0,0,0,0,0,0,4,3,0,1,0,0,1
0,1,0,0,0,0,0,0,11,8,3,0,1,0,1
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,3,0,0,0,0,0,0,37,34,3,3,0,0,3
0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,3,2,0,0,1,0,1
0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
0,0,0,0,0,0,0,0,3,2,1,0,0,0,0
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,0,0,0,0,0,4,3,0,0,1,0,1
0,0,0,0,0,0,0,0,3,1,0,1,0,1,2
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,7,6,1,1,0,0,1
0,0,0,0,0,0,0,0,11,10,0,1,0,0,1
0,0,0,1,0,0,0,0,8,7,2,0,0,0,0
0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
0,0,0,0,0,0,0,0,3,2,1,0,0,0,0
0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
4,0,0,1,0,1,1,0,8,15,0,0,0,0,0
1,1,0,0,0,0,0,0,22,18,5,1,0,0,1
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,24,14,4,6,0,1,7
7,31,0,3,1,0,0,0,4,26,14,5,1,0,6
76,79,0,6,1,1,0,0,12,94,36,35,10,0,45
23,43,0,11,1,1,0,0,5,49,17,12,6,0,18
4,24,1,0,1,1,0,0,5,25,7,3,1,0,4
30,35,1,5,1,0,0,0,1,41,19,10,3,0,13
74,113,1,15,2,7,1,0,37,155,51,32,11,1,44
25,41,0,18,0,0,0,0,3,60,16,10,1,0,11
56,54,2,15,3,2,0,0,12,99,19,23,3,0,26
11,17,0,1,2,0,0,0,10,30,8,3,0,0,3
54,50,10,14,6,0,0,0,12,96,29,17,4,0,21
8,54,0,9,0,1,0,0,3,61,11,3,0,0,3
20,90,0,20,3,1,0,0,6,104,24,10,1,1,12
71,103,6,36,6,1,0,0,21,177,45,20,2,0,22
41,188,0,25,4,0,1,0,20,196,63,16,3,1,20
1,0,0,0,0,0,0,0,5,4,0,0,1,1,2
1,0,0,0,0,0,0,0,3,3,0,1,0,0,1
0,1,0,0,0,0,0,0,2,2,0,0,1,0,1
0,0,0,0,0,0,0,0,33,26,3,3,0,1,4
1,0,0,0,0,0,0,0,10,6,2,3,0,0,3
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
2,1,0,0,0,0,0,0,0,3,0,0,0,0,0
1,1,0,0,0,0,0,0,2,4,0,0,0,0,0
1,0,0,0,1,0,0,0,1,2,1,0,0,0,0
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,2,1,0,0,0,83,72,6,8,1,1,10
1,1,0,0,0,0,0,0,5,6,0,1,0,0,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,1,0,1,0,1,0,0,1,2,2,1,0,0,1
0,2,0,1,0,0,0,0,2,3,0,2,0,0,2
13,2,0,0,0,3,0,0,4,12,7,2,1,0,3
21,16,2,2,0,2,0,0,13,29,19,4,4,0,8
3,3,0,1,0,0,0,0,3,7,2,1,0,0,1
3,1,0,2,0,0,0,0,8,11,2,1,0,0,1
2,1,0,1,0,0,0,0,1,5,0,0,0,0,0
1,12,1,1,0,0,0,0,0,12,3,0,0,0,0
2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,13,0,5,1,0,0,0,1,15,4,3,0,0,3
15,35,0,9,0,0,0,0,3,42,15,5,0,0,5
46,41,2,5,1,2,0,0,2,67,19,10,3,0,13
47,63,0,8,1,0,0,0,7,79,29,18,0,0,18
12,25,0,11,0,0,0,0,0,39,7,2,0,0,2
36,55,1,13,1,0,1,0,2,78,23,8,0,0,8
17,12,0,3,0,0,0,0,3,20,8,6,1,0,7
23,13,0,2,0,0,0,0,6,25,16,3,0,0,3
36,60,1,10,1,0,0,0,30,92,30,13,3,0,16
12,14,2,0,0,0,0,0,6,23,6,3,2,0,5
4,14,0,0,1,1,0,0,14,21,2,7,2,2,11
8,15,1,3,0,5,0,0,10,22,9,8,3,0,11
9,41,1,2,1,2,0,0,8,38,11,13,2,0,15
16,18,1,3,0,5,0,0,3,30,12,4,0,0,4
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
6,16,3,2,1,1,0,0,4,23,7,3,0,0,3
4,9,0,1,0,0,0,0,3,12,2,3,0,0,3
8,17,0,1,0,0,0,0,5,24,4,2,0,1,3
12,21,0,3,0,3,2,0,5,33,8,4,1,0,5
8,3,1,0,0,0,0,0,0,9,1,1,1,0,2
15,11,1,5,0,0,0,0,6,25,5,6,2,0,8
8,9,1,4,1,0,1,0,8,25,5,0,2,0,2
11,6,1,1,1,0,0,0,0,13,5,2,0,0,2
2,1,0,0,0,0,0,0,4,4,1,2,0,0,2
0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
0,0,0,0,0,0,0,0,5,4,1,0,0,0,0
0,0,0,3,2,0,0,0,17,12,3,2,4,1,7
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,0,0,0,0,0,0,7,3,4,2,0,1,3
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,0,0,0,0,0,28,20,0,6,3,1,10
3,4,0,1,2,1,0,0,95,80,12,12,2,0,14
1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
17,6,0,4,2,1,0,0,19,26,9,9,5,0,14
7,14,1,4,4,0,0,0,12,28,10,1,2,1,4
51,23,5,6,1,0,0,0,6,64,18,8,2,0,10
28,13,1,5,4,1,1,0,5,39,9,9,1,0,10
49,30,4,8,3,2,0,0,12,71,24,10,3,0,13
0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
0,0,0,0,0,0,0,0,5,3,1,0,1,0,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6,2,0,2,1,0,0,0,1,11,1,0,0,0,0
0,1,0,0,0,0,0,0,2,2,0,0,1,0,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
2,11,2,3,1,0,0,0,30,28,12,3,4,2,9
1,16,4,7,3,0,0,0,68,67,18,10,3,1,14
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,3,0,1,1,0,0,0,5,7,2,2,1,0,3
1,1,0,0,1,0,1,0,11,5,5,3,0,2,5
4,0,0,1,0,0,0,0,1,4,1,1,0,0,1
3,1,0,4,0,1,0,0,0,7,2,0,0,0,0
21,4,0,6,3,0,0,0,7,25,3,12,1,0,13
3,3,0,1,0,0,0,0,1,5,3,0,0,0,0
2,2,0,0,3,2,0,0,15,18,2,3,1,0,4
0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
4,6,1,3,1,2,1,0,3,17,3,1,0,0,1
4,2,0,2,1,0,0,0,9,12,5,1,0,0,1
1,1,0,3,0,0,0,0,3,4,2,2,0,0,2
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
5,3,0,0,0,0,0,0,5,7,2,3,0,1,4
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2,0,0,1,0,1,0,0,1,4,1,0,0,0,0
1,5,0,1,0,0,0,1,11,15,2,2,0,0,2
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,17,10,1,5,2,0,7
0,0,0,0,1,0,0,0,14,12,1,0,2,0,2
0,0,0,0,0,0,0,0,18,14,1,2,1,0,3
0,0,0,0,0,0,0,0,9,7,2,0,0,0,0
1,0,0,0,0,0,0,0,1,1,0,0,1,0,1
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,0,0,0,0,0,7,3,2,1,1,0,2
1,0,0,0,0,0,0,0,2,3,0,0,0,0,0
1,2,0,0,0,0,0,0,1,4,0,0,0,0,0
0,0,0,1,0,1,0,0,2,4,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
0,0,0,0,0,0,0,0,5,3,1,0,0,1,1
0,0,0,0,0,0,0,0,5,3,1,0,1,0,1
0,0,0,0,1,0,0,0,15,6,4,6,0,0,6
0,0,1,0,2,0,0,0,24,6,5,9,5,2,16
0,1,0,0,0,0,0,0,10,8,0,2,1,0,3
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,0,0,0,0,0,6,1,2,2,1,0,3
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,1,0,1,0,0,4,5,0,0,1,0,1
0,0,0,0,0,0,0,0,5,1,3,1,0,0,1
0,2,0,0,0,0,0,0,11,6,1,5,1,0,6
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,1,0,0,0,0,3,1,1,2,0,0,2
0,0,0,0,0,0,0,0,2,0,1,1,0,0,1
0,0,0,0,0,1,0,0,2,2,0,1,0,0,1
0,0,0,0,1,0,0,0,7,4,2,1,1,0,2
1,0,0,0,0,0,0,0,2,2,0,1,0,0,1
2,1,1,0,0,0,0,0,1,4,0,1,0,0,1
2,1,1,1,0,0,0,0,1,5,0,0,1,0,1
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
0,30,0,12,0,0,0,0,47,63,15,7,3,1,11
3,47,2,19,1,1,0,0,92,110,29,17,6,3,26
0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
1,4,1,1,0,0,0,0,6,9,4,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,1,1,0,0,0,0,2,2,0,0,0,2,2
0,3,0,3,0,0,0,0,12,9,2,4,2,1,7
1,2,0,1,0,0,0,0,38,19,5,11,6,1,18
3,0,0,1,0,0,0,0,8,6,1,2,1,2,5
23,44,7,3,2,0,0,0,30,75,24,9,1,0,10
7,22,2,2,0,1,0,0,5,28,8,3,0,0,3
1,2,0,1,0,0,0,0,6,7,3,0,0,0,0
19,14,4,3,3,0,0,0,2,22,13,10,0,0,10
29,152,3,12,2,0,0,0,15,154,40,16,2,1,19
11,23,0,11,2,1,0,0,5,44,8,1,0,0,1
30,44,1,17,0,1,0,0,4,74,20,3,0,0,3
7,19,1,2,0,0,0,0,2,24,6,1,0,0,1
34,55,3,12,3,0,0,0,5,75,24,13,0,0,13
14,95,2,7,1,1,0,0,41,115,30,12,3,1,16
4,19,4,4,1,3,0,0,42,54,10,10,1,2,13
3,9,0,1,1,0,0,0,0,10,3,1,0,0,1
5,18,2,4,0,1,0,0,25,42,6,5,2,0,7
15,8,2,2,2,0,1,0,10,27,8,4,1,0,5
3,6,3,4,0,1,0,0,1,10,7,1,0,0,1
11,27,0,6,3,1,0,0,5,36,13,3,1,0,4
20,12,2,2,1,1,0,0,3,26,8,4,2,1,7
27,117,3,3,2,2,0,0,11,107,37,20,1,0,21
6,17,5,3,2,2,0,0,4,26,4,8,1,0,9
22,17,0,3,1,0,0,0,2,37,5,3,0,0,3
8,9,0,1,0,0,0,0,3,15,5,1,0,0,1
28,30,4,11,0,2,1,0,21,66,17,11,3,0,14
26,55,2,5,1,2,0,0,11,64,26,11,1,0,12
32,29,1,6,0,0,0,0,3,46,20,4,0,1,5
74,75,5,13,3,2,2,0,9,122,41,20,0,0,20
67,73,5,19,3,4,1,1,17,127,36,21,6,0,27
160,176,2,52,3,5,0,0,34,273,75,63,20,1,84
36,54,0,29,0,1,0,0,6,89,19,15,3,0,18
180,189,5,67,4,3,0,0,36,308,80,72,23,1,96
104,190,9,55,3,0,0,0,32,248,83,45,14,3,62
44,209,2,49,3,4,0,1,13,238,62,23,2,0,25
22,38,0,19,0,0,0,0,7,64,14,8,0,0,8
80,154,5,49,6,3,0,0,26,238,59,22,4,0,26
